'date','prize','no1','no2','no3','no4','no5'
2018-04-09,287000,4,5,11,14,34
2018-04-10,76000,6,9,28,30,34
2018-04-11,172000,3,13,18,29,36
2018-04-12,72000,3,17,21,26,27
2018-04-13,176000,6,12,18,27,29
2018-04-14,81000,1,2,6,10,15
2018-04-15,67000,1,17,18,32,33
2018-04-16,70000,10,12,16,17,24
2018-04-17,76000,7,10,13,20,21
2018-04-18,73000,2,7,17,19,36
2018-04-19,75000,11,13,22,27,39
2018-04-20,175000,8,11,14,17,35
2018-04-21,81000,3,26,28,30,31
2018-04-22,67000,2,7,10,36,39
2018-04-23,70000,8,14,19,31,39
2018-04-24,74000,6,16,22,26,27
2018-04-25,166000,9,11,14,23,35
2018-04-26,288000,5,18,23,32,35
2018-04-27,86000,3,15,23,30,35
2018-04-28,185000,20,28,33,35,36
2018-04-29,66000,5,9,13,16,37
2018-04-30,71000,4,11,18,25,28
2018-05-01,76000,6,8,13,17,25
2018-05-02,74000,18,26,30,34,35
2018-05-03,169000,8,16,25,28,30
2018-05-04,83000,5,7,26,29,30
2018-05-05,79000,3,25,26,33,35
2018-05-06,163000,7,20,23,35,39
2018-05-07,277000,2,23,31,32,34
2018-05-08,451000,4,14,17,19,25
2018-05-09,83000,18,27,30,32,39
2018-05-10,180000,18,21,23,25,34
2018-05-11,80000,14,15,31,33,38
2018-05-12,82000,14,17,19,34,37
2018-05-13,168000,6,7,13,29,37
2018-05-14,71000,5,6,11,13,39
2018-05-15,78000,9,11,17,21,27
2018-05-16,73000,2,12,16,18,30
2018-05-17,167000,4,7,14,30,38
2018-05-18,167000,22,30,33,36,37
2018-05-19,183000,8,18,23,24,27
2018-05-20,297000,7,12,21,22,29
2018-05-21,70000,1,10,32,34,36
2018-05-22,75000,3,15,20,27,31
2018-05-23,167000,10,15,31,33,35
2018-05-24,291000,12,23,24,28,37
2018-05-25,83000,3,8,11,14,28
2018-05-26,80000,1,9,10,23,28
2018-05-27,164000,24,28,37,38,39
2018-05-28,71000,13,20,23,33,37
2018-05-29,74000,3,8,12,16,24
2018-05-30,73000,8,22,24,26,29
2018-05-31,72000,5,10,22,31,32
2018-06-01,82000,20,26,28,32,36
2018-06-02,183000,25,32,36,37,38
2018-06-03,70000,9,13,26,31,34
2018-06-04,159000,3,7,8,31,33
2018-06-05,281000,2,10,11,32,33
2018-06-06,79000,9,16,26,29,39
2018-06-07,73000,4,6,10,15,29
2018-06-08,83000,15,27,36,38,39
2018-06-09,182000,4,6,15,21,23
2018-06-10,71000,1,17,24,26,38
2018-06-11,70000,6,22,33,38,39
2018-06-12,162000,18,27,28,30,39
2018-06-13,75000,1,9,12,21,36
2018-06-14,74000,9,10,13,16,24
2018-06-15,170000,3,14,16,17,24
2018-06-16,295000,4,7,32,34,39
2018-06-17,71000,2,14,22,28,29
2018-06-18,71000,6,17,24,34,39
2018-06-19,76000,11,16,17,19,23
2018-06-20,169000,4,5,22,23,39
2018-06-21,76000,4,5,9,10,28
2018-06-22,173000,4,18,30,32,36
2018-06-23,298000,2,5,16,32,39
2018-06-24,69000,4,7,9,14,23
2018-06-25,70000,6,10,12,15,35
2018-06-26,74000,5,13,27,28,32
2018-06-27,162000,2,9,10,12,18
2018-06-28,76000,13,16,20,33,37
2018-06-29,172000,3,8,14,21,36
2018-06-30,298000,7,11,27,28,36
2018-07-01,66000,5,6,34,35,37
2018-07-02,149000,1,14,32,35,39
2018-07-03,268000,11,12,25,27,36
2018-07-04,78000,3,6,11,32,37
2018-07-05,170000,5,8,10,29,39
2018-07-06,80000,6,11,14,26,36
2018-07-07,177000,3,9,24,27,35
2018-07-08,67000,6,10,15,17,25
2018-07-09,72000,1,4,6,19,34
2018-07-10,74000,11,15,16,18,24
2018-07-11,162000,1,7,27,32,37
2018-07-12,280000,1,11,22,26,37
2018-07-13,83000,2,7,14,31,35
2018-07-14,80000,8,12,22,31,34
2018-07-15,161000,12,15,24,37,39
2018-07-16,69000,2,13,19,33,35
2018-07-17,159000,13,16,20,33,39
2018-07-18,278000,10,16,23,24,29
2018-07-19,448000,10,18,22,25,28
2018-07-20,86000,8,11,26,29,32
2018-07-21,80000,6,10,20,30,38
2018-07-22,69000,1,6,9,27,28
2018-07-23,72000,2,5,13,26,33
2018-07-24,74000,22,23,25,33,37
2018-07-25,167000,11,19,24,33,38
2018-07-26,167000,8,10,20,29,39
2018-07-27,82000,13,18,23,27,38
2018-07-28,176000,4,13,15,21,35
2018-07-29,283000,12,19,21,30,36
2018-07-30,72000,15,19,30,32,37
2018-07-31,163000,3,8,10,11,25
2018-08-01,77000,2,10,15,31,35
2018-08-02,74000,6,10,15,21,35
2018-08-03,171000,15,20,24,25,28
2018-08-04,79000,5,22,28,32,34
2018-08-05,162000,6,14,15,24,37
2018-08-06,69000,11,29,32,38,39
2018-08-07,77000,8,18,19,26,39
2018-08-08,166000,3,6,8,30,38
2018-08-09,72000,5,27,36,38,39
2018-08-10,169000,1,13,21,31,33
2018-08-11,80000,3,5,20,21,35
2018-08-12,67000,1,8,11,21,22
2018-08-13,70000,4,5,8,31,39
2018-08-14,162000,7,10,11,30,33
2018-08-15,77000,4,5,14,18,26
2018-08-16,170000,1,5,6,27,37
2018-08-17,296000,1,8,9,14,32
2018-08-18,84000,4,11,20,32,34
2018-08-19,66000,7,13,18,27,30
2018-08-20,71000,9,25,26,33,38
2018-08-21,162000,16,22,23,26,31
2018-08-22,73000,3,11,12,20,23
2018-08-23,72000,2,10,21,32,39
2018-08-24,81000,5,22,31,36,39
2018-08-25,79000,10,12,23,32,34
2018-08-26,158000,9,10,13,16,34
2018-08-27,73000,7,25,31,36,38
2018-08-28,164000,4,6,7,30,31
2018-08-29,278000,2,5,10,21,39
2018-08-30,72000,9,16,22,29,36
2018-08-31,82000,2,3,5,26,37
2018-09-01,184000,9,10,18,29,36
2018-09-02,68000,11,13,22,38,39
2018-09-03,155000,10,15,20,25,39
2018-09-04,76000,2,5,12,23,24
2018-09-05,167000,1,7,20,34,39
2018-09-06,76000,2,11,12,32,35
2018-09-07,171000,4,6,26,33,34
2018-09-08,294000,10,21,27,33,35
2018-09-09,459000,5,9,14,20,38
2018-09-10,70000,3,7,22,28,29
2018-09-11,163000,9,14,30,31,37
2018-09-12,283000,15,28,31,34,38
2018-09-13,450000,7,10,14,25,28
2018-09-14,86000,5,10,16,23,36
2018-09-15,185000,1,7,9,21,24
2018-09-16,71000,2,11,13,17,27
2018-09-17,156000,2,5,6,9,32
2018-09-18,275000,9,20,22,29,35
2018-09-19,75000,5,10,17,24,39
2018-09-20,73000,7,8,28,35,39
2018-09-21,170000,4,19,25,35,39
2018-09-22,294000,8,9,16,25,27
2018-09-23,67000,7,14,22,27,29
2018-09-24,72000,1,4,5,18,22
2018-09-25,74000,7,13,19,21,24
2018-09-26,163000,5,7,19,30,31
2018-09-27,75000,2,5,9,11,14
2018-09-28,171000,2,11,24,30,38
2018-09-29,297000,1,7,11,15,18
2018-09-30,74000,3,4,6,13,29
2018-10-01,159000,3,6,28,30,32
2018-10-02,282000,1,2,4,36,39
2018-10-03,75000,5,8,10,25,27
2018-10-04,74000,11,18,22,28,36
2018-10-05,173000,4,10,14,22,39
2018-10-06,82000,2,13,20,22,23
2018-10-07,69000,3,22,27,28,37
2018-10-08,69000,5,24,25,29,38
2018-10-09,160000,3,16,18,24,30
2018-10-10,276000,14,20,28,34,39
2018-10-11,442000,7,8,17,28,34
2018-10-12,84000,1,5,6,30,36
2018-10-13,187000,9,11,19,22,33
2018-10-14,67000,9,11,15,16,38
2018-10-15,70000,1,6,17,34,36
2018-10-16,162000,1,4,13,24,36
2018-10-17,290000,2,10,21,22,29
2018-10-18,75000,4,7,11,20,38
2018-10-19,83000,5,7,25,28,36
2018-10-20,80000,2,5,12,18,26
2018-10-21,165000,4,8,10,19,23
2018-10-22,277000,3,20,25,31,37
2018-10-23,80000,1,11,13,17,19
2018-10-24,76000,17,23,25,30,35
2018-10-25,168000,3,17,20,23,39
2018-10-26,81000,9,10,11,18,37
2018-10-27,80000,6,23,30,31,39
2018-10-28,66000,2,4,7,17,28
2018-10-29,73000,2,12,18,21,31
2018-10-30,166000,5,16,17,21,26
2018-10-31,75000,1,18,20,33,39
2018-11-01,74000,2,8,15,35,38
2018-11-02,175000,1,2,17,23,34
2018-11-03,80000,8,23,26,31,33
2018-11-04,69000,1,14,28,29,36
2018-11-05,156000,1,2,8,16,29
2018-11-06,75000,4,5,21,37,38
2018-11-07,168000,6,10,11,21,34
2018-11-08,75000,5,15,27,30,39
2018-11-09,176000,9,29,30,33,38
2018-11-10,300000,18,23,30,34,36
2018-11-11,469000,1,4,14,25,27
2018-11-12,72000,1,6,8,25,35
2018-11-13,164000,10,13,17,22,38
2018-11-14,75000,15,17,21,25,29
2018-11-15,72000,2,5,15,19,26
2018-11-16,170000,7,13,15,24,29
2018-11-17,79000,4,7,8,31,39
2018-11-18,69000,1,4,6,14,22
2018-11-19,70000,6,15,16,24,38
2018-11-20,163000,7,9,12,25,38
2018-11-21,74000,3,5,21,26,31
2018-11-22,73000,9,16,27,34,38
2018-11-23,82000,7,11,13,20,22
2018-11-24,80000,3,10,15,17,35
2018-11-25,162000,6,15,16,22,39
2018-11-26,274000,18,19,22,25,27
2018-11-27,76000,5,13,28,31,37
2018-11-28,76000,10,21,29,31,37
2018-11-29,166000,10,13,22,30,31
2018-11-30,284000,6,13,21,23,26
2018-12-01,80000,1,4,19,21,32
2018-12-02,162000,23,29,31,38,39
2018-12-03,70000,2,16,24,27,38
2018-12-04,162000,4,5,9,29,34
2018-12-05,280000,18,20,25,36,37
2018-12-06,75000,1,2,11,36,38
2018-12-07,168000,26,28,30,33,34
2018-12-08,82000,4,11,13,21,25
2018-12-09,70000,5,9,14,19,28
2018-12-10,71000,1,12,14,17,34
2018-12-11,164000,1,16,20,25,35
2018-12-12,281000,1,4,8,17,28
2018-12-13,72000,1,20,25,27,32
2018-12-14,81000,1,18,22,35,36
2018-12-15,79000,8,13,17,18,34
2018-12-16,159000,2,20,31,35,38
2018-12-17,270000,18,24,26,31,39
2018-12-18,74000,1,4,18,28,32
2018-12-19,74000,3,5,6,7,25
2018-12-20,72000,2,4,11,15,31
2018-12-21,170000,5,10,12,31,32
2018-12-22,83000,6,23,27,28,35
2018-12-23,165000,2,5,18,23,34
2018-12-24,70000,7,9,17,25,29
2018-12-25,75000,1,14,17,36,38
2018-12-26,157000,7,12,13,14,17
2018-12-27,74000,14,16,25,27,39
2018-12-28,80000,2,6,15,24,35
2018-12-29,81000,8,23,26,30,32
2018-12-30,164000,3,7,13,19,25
2018-12-31,282000,8,25,30,35,36
2019-01-01,74000,11,14,16,34,38
2019-01-02,75000,5,7,17,24,30
2019-01-03,74000,6,10,20,34,35
2019-01-04,80000,10,12,14,16,19
2019-01-05,79000,11,20,21,29,33
2019-01-06,67000,10,21,25,33,36
2019-01-07,148000,4,5,6,14,18
2019-01-08,77000,12,17,28,31,35
2019-01-09,169000,8,9,11,16,17
2019-01-10,75000,7,8,23,35,37
2019-01-11,173000,2,15,20,26,32
2019-01-12,81000,23,34,35,38,39
2019-01-13,164000,2,20,25,30,36
2019-01-14,71000,6,7,9,14,20
2019-01-15,161000,5,15,23,34,36
2019-01-16,75000,3,7,9,32,35
2019-01-17,75000,22,24,30,33,38
2019-01-18,82000,1,2,19,21,29
2019-01-19,80000,3,14,30,31,38
2019-01-20,66000,10,19,22,27,29
2019-01-21,69000,12,23,25,29,38
2019-01-22,158000,1,8,12,23,25
2019-01-23,78000,8,9,32,37,39
2019-01-24,167000,1,5,9,25,37
2019-01-25,82000,8,13,34,35,39
2019-01-26,180000,7,13,24,30,38
2019-01-27,296000,3,12,16,26,27
2019-01-28,476000,14,18,27,34,36
2019-01-29,79000,16,20,25,31,36
2019-01-30,168000,3,17,18,25,26
2019-01-31,291000,1,7,15,25,33
2019-02-01,83000,1,9,22,27,37
2019-02-02,79000,3,4,6,10,33
2019-02-03,159000,15,16,31,33,34
2019-02-04,70000,4,6,17,20,27
2019-02-05,75000,5,10,14,34,38
2019-02-06,168000,8,20,26,32,39
2019-02-07,293000,12,17,29,30,39
2019-02-08,475000,3,6,11,23,33
2019-02-09,90000,7,9,14,18,37
2019-02-10,178000,2,14,17,24,28
2019-02-11,69000,3,11,14,15,16
2019-02-12,163000,3,5,11,27,37
2019-02-13,76000,4,10,11,16,23
2019-02-14,74000,20,27,28,29,34
2019-02-15,81000,1,3,13,27,37
2019-02-16,81000,9,10,14,19,20
2019-02-17,68000,6,7,14,29,38
2019-02-18,70000,2,11,17,27,32
2019-02-19,163000,1,3,9,14,15
2019-02-20,73000,3,7,24,27,36
2019-02-21,164000,17,28,31,37,38
2019-02-22,288000,2,14,25,36,38
2019-02-23,81000,6,14,19,20,32
2019-02-24,166000,17,18,28,29,31
2019-02-25,71000,19,21,22,29,33
2019-02-26,74000,5,13,15,29,34
2019-02-27,164000,10,12,26,30,32
2019-02-28,286000,2,4,5,26,32
2019-03-01,81000,4,8,9,22,27
2019-03-02,83000,1,11,14,36,39
2019-03-03,170000,2,18,26,32,34
2019-03-04,69000,7,14,21,27,35
2019-03-05,74000,1,5,19,21,26
2019-03-06,74000,10,11,16,18,30
2019-03-07,74000,11,28,29,32,36
2019-03-08,176000,2,7,26,36,38
2019-03-09,79000,1,6,18,38,39
2019-03-10,162000,3,5,11,17,25
2019-03-11,70000,6,14,15,16,30
2019-03-12,74000,1,8,11,19,39
2019-03-13,167000,16,27,28,32,36
2019-03-14,74000,4,6,11,23,33
2019-03-15,173000,3,8,16,29,30
2019-03-16,79000,19,20,21,22,31
2019-03-17,67000,1,3,9,17,18
2019-03-18,70000,2,3,6,11,38
2019-03-19,76000,9,11,15,18,20
2019-03-20,167000,2,4,9,16,17
2019-03-21,288000,8,20,22,28,35
2019-03-22,82000,7,23,30,36,39
2019-03-23,181000,8,10,14,24,36
2019-03-24,299000,2,9,20,23,27
2019-03-25,70000,13,24,26,30,38
2019-03-26,162000,11,27,28,30,33
2019-03-27,74000,8,21,28,32,39
2019-03-28,73000,2,9,12,31,33
2019-03-29,82000,1,9,10,17,26
2019-03-30,79000,3,9,17,19,30
2019-03-31,66000,1,9,16,24,34
2019-04-01,150000,7,9,13,31,39
2019-04-02,270000,1,5,6,9,16
2019-04-03,78000,4,12,26,27,28
2019-04-04,175000,1,2,28,37,38
2019-04-05,311000,8,10,26,28,29
2019-04-06,81000,18,20,28,30,39
2019-04-07,168000,5,9,13,36,39
2019-04-08,70000,2,3,6,27,39
2019-04-09,76000,9,30,32,33,38
2019-04-10,166000,3,12,26,31,37
2019-04-11,288000,6,17,33,35,38
2019-04-12,464000,5,6,15,17,26
2019-04-13,82000,2,9,24,31,39
2019-04-14,69000,20,22,28,34,37
2019-04-15,155000,12,14,22,29,38
2019-04-16,278000,18,23,24,31,34
2019-04-17,76000,2,6,7,27,32
2019-04-18,170000,1,13,21,26,29
2019-04-19,303000,2,8,9,23,38
2019-04-20,80000,8,18,22,24,26
2019-04-21,165000,11,13,15,26,29
2019-04-22,70000,2,9,22,27,35
2019-04-23,162000,1,15,28,32,34
2019-04-24,77000,9,12,19,22,27
2019-04-25,74000,1,2,16,18,39
2019-04-26,174000,2,16,27,30,33
2019-04-27,301000,3,7,20,22,23
2019-04-28,70000,15,20,21,26,29
2019-04-29,69000,8,18,24,30,33
2019-04-30,160000,13,21,22,30,37
2019-05-01,76000,15,32,34,35,36
2019-05-02,74000,5,11,23,33,37
2019-05-03,81000,6,7,25,27,32
2019-05-04,182000,3,4,7,21,30
2019-05-05,301000,1,6,27,36,39
2019-05-06,75000,21,29,35,36,37
2019-05-07,172000,15,29,33,34,37
2019-05-08,299000,2,18,19,29,32
2019-05-09,78000,10,12,14,15,23
2019-05-10,179000,1,5,8,14,20
2019-05-11,84000,15,26,31,33,36
2019-05-12,166000,4,9,18,22,30
2019-05-13,284000,6,14,20,21,35
2019-05-14,78000,13,31,35,37,39
2019-05-15,75000,14,18,19,22,39
2019-05-16,166000,16,17,25,35,37
2019-05-17,294000,10,12,13,27,39
2019-05-18,81000,9,11,18,25,39
2019-05-19,69000,4,15,28,33,34
2019-05-20,154000,2,4,11,12,32
2019-05-21,274000,10,11,27,28,36
2019-05-22,73000,3,4,7,8,36
2019-05-23,164000,1,7,15,19,23
2019-05-24,85000,1,3,11,19,26
2019-05-25,80000,1,7,16,18,34
2019-05-26,68000,4,5,13,18,33
2019-05-27,152000,1,12,18,30,38
2019-05-28,76000,1,11,32,38,39
2019-05-29,165000,1,9,17,24,37
2019-05-30,282000,1,5,17,18,21
2019-05-31,81000,2,10,13,26,38
2019-06-01,179000,7,9,18,19,30
2019-06-02,69000,16,22,27,34,38
2019-06-03,70000,13,21,26,27,29
2019-06-04,75000,13,14,15,20,38
2019-06-05,76000,13,20,21,33,36
2019-06-06,167000,1,8,11,16,18
2019-06-07,84000,3,4,7,21,30
2019-06-08,81000,21,28,30,34,39
2019-06-09,161000,10,16,24,30,35
2019-06-10,273000,3,5,7,15,23
2019-06-11,75000,10,22,25,31,35
2019-06-12,75000,5,13,15,16,39
2019-06-13,73000,13,17,21,27,37
2019-06-14,82000,10,15,33,36,37
2019-06-15,80000,4,20,25,26,27
2019-06-16,162000,12,17,18,26,29
2019-06-17,73000,23,30,33,36,37
2019-06-18,76000,14,24,35,37,38
2019-06-19,168000,7,10,19,25,32
2019-06-20,77000,6,12,14,22,30
2019-06-21,177000,21,24,26,28,34
2019-06-22,309000,4,23,28,34,39
2019-06-23,491000,1,22,24,26,39
2019-06-24,78000,10,11,22,28,39
2019-06-25,77000,7,11,16,22,34
2019-06-26,168000,17,29,30,35,37
2019-06-27,76000,3,13,14,32,36
2019-06-28,176000,6,14,15,23,32
2019-06-29,83000,2,11,20,21,24
2019-06-30,171000,6,9,20,26,30
2019-07-01,295000,4,13,16,30,33
2019-07-02,80000,6,7,15,17,37
2019-07-03,176000,5,12,26,34,36
2019-07-04,74000,3,4,10,26,27
2019-07-05,171000,11,12,21,29,39
2019-07-06,80000,3,22,28,32,36
2019-07-07,68000,13,24,30,32,37
2019-07-08,153000,4,13,17,19,22
2019-07-09,77000,6,9,17,22,29
2019-07-10,165000,2,3,22,27,33
2019-07-11,73000,8,15,30,31,39
2019-07-12,83000,13,18,19,22,37
2019-07-13,181000,8,18,22,23,25
2019-07-14,293000,13,18,23,30,37
2019-07-15,72000,13,16,21,24,37
2019-07-16,163000,10,13,24,25,36
2019-07-17,284000,1,8,20,35,39
2019-07-18,74000,10,19,23,24,39
2019-07-19,171000,6,8,14,34,36
2019-07-20,81000,2,3,25,30,36
2019-07-21,67000,14,26,36,38,39
2019-07-22,152000,1,11,12,21,26
2019-07-23,77000,4,6,12,29,33
2019-07-24,75000,14,15,20,25,26
2019-07-25,75000,2,5,17,19,23
2019-07-26,83000,3,5,16,22,25
2019-07-27,80000,1,6,14,21,30
2019-07-28,159000,7,21,24,29,38
2019-07-29,72000,1,19,22,31,35
2019-07-30,75000,5,6,29,32,38
2019-07-31,163000,8,13,18,20,30
2019-08-01,75000,2,15,21,22,28
2019-08-02,81000,24,26,28,34,35
2019-08-03,181000,2,5,8,27,34
2019-08-04,71000,8,14,16,17,21
2019-08-05,71000,2,16,23,24,30
2019-08-06,160000,5,11,17,21,25
2019-08-07,75000,5,8,13,19,35
2019-08-08,74000,21,26,27,32,39
2019-08-09,169000,2,12,33,34,38
2019-08-10,79000,7,12,19,28,33
2019-08-11,69000,2,3,8,10,13
2019-08-12,153000,19,20,26,33,38
2019-08-13,269000,5,7,15,28,31
2019-08-14,76000,1,8,12,31,32
2019-08-15,167000,5,6,16,34,38
2019-08-16,81000,3,10,13,14,28
2019-08-17,176000,4,6,16,19,20
2019-08-18,287000,13,16,20,26,39
2019-08-19,75000,1,25,31,34,39
2019-08-20,165000,8,25,27,34,39
2019-08-21,77000,5,6,17,20,33
2019-08-22,169000,5,6,7,8,12
2019-08-23,85000,2,3,5,16,31
2019-08-24,183000,8,10,33,36,38
2019-08-25,67000,7,16,23,25,34
2019-08-26,69000,16,32,34,36,38
2019-08-27,76000,16,20,26,30,39
2019-08-28,75000,23,25,29,30,31
2019-08-29,165000,7,24,28,30,34
2019-08-30,82000,24,30,31,35,39
2019-08-31,183000,6,12,18,29,34
2019-09-01,66000,12,14,20,24,31
2019-09-02,153000,4,12,25,32,36
2019-09-03,269000,1,2,12,22,30
2019-09-04,449000,13,16,22,24,33
2019-09-05,697000,7,19,29,30,37
2019-09-06,89000,8,14,18,32,34
2019-09-07,193000,4,8,12,21,25
2019-09-08,71000,2,4,8,16,39
2019-09-09,157000,8,17,20,34,39
2019-09-10,283000,13,15,19,29,37
2019-09-11,74000,3,14,15,25,26
2019-09-12,73000,1,24,35,37,38
2019-09-13,173000,4,19,21,28,34
2019-09-14,310000,8,12,17,30,36
2019-09-15,66000,6,13,19,21,22
2019-09-16,72000,6,18,19,25,35
2019-09-17,163000,5,7,10,11,18
2019-09-18,75000,1,5,17,22,27
2019-09-19,74000,2,15,19,24,38
2019-09-20,82000,1,3,13,27,29
2019-09-21,82000,7,13,17,26,34
2019-09-22,68000,9,13,21,22,31
2019-09-23,150000,9,20,26,28,33
2019-09-24,78000,2,8,9,20,25
2019-09-25,73000,9,11,13,21,32
2019-09-26,73000,1,2,17,20,25
2019-09-27,81000,4,15,17,30,35
2019-09-28,79000,1,12,15,22,27
2019-09-29,161000,19,28,30,32,37
2019-09-30,72000,5,13,14,18,22
2019-10-01,164000,10,14,17,23,33
2019-10-02,289000,2,20,24,35,39
2019-10-03,479000,9,17,22,29,32
2019-10-04,89000,6,8,9,25,30
2019-10-05,80000,4,13,18,20,32
2019-10-06,69000,14,17,19,35,39
2019-10-07,154000,4,19,27,37,39
2019-10-08,279000,12,24,33,35,39
2019-10-09,73000,3,11,12,19,31
2019-10-10,73000,1,16,24,36,39
2019-10-11,170000,9,15,29,36,39
2019-10-12,79000,21,23,24,31,37
2019-10-13,161000,3,9,14,21,24
2019-10-14,73000,6,8,13,31,36
2019-10-15,74000,6,10,19,23,38
2019-10-16,163000,12,14,28,29,37
2019-10-17,286000,24,26,37,38,39
2019-10-18,82000,1,15,20,33,36
2019-10-19,179000,4,5,10,20,35
2019-10-20,293000,10,19,23,28,31
2019-10-21,70000,4,8,10,11,17
2019-10-22,76000,2,3,25,28,39
2019-10-23,73000,6,16,23,30,33
2019-10-24,164000,3,13,22,27,28
2019-10-25,83000,2,14,16,19,36
2019-10-26,178000,18,30,31,34,35
2019-10-27,69000,3,6,23,31,32
2019-10-28,69000,13,19,22,26,39
2019-10-29,158000,9,19,23,29,33
2019-10-30,272000,5,10,14,20,29
2019-10-31,74000,3,10,13,14,16
2019-11-01,172000,7,8,29,34,38
2019-11-02,81000,4,5,8,28,32
2019-11-03,67000,4,16,18,23,39
2019-11-04,69000,5,16,18,19,33
2019-11-05,160000,8,15,23,36,39
2019-11-06,73000,4,10,12,17,39
2019-11-07,72000,5,11,27,28,29
2019-11-08,82000,5,24,26,30,36
2019-11-09,180000,4,10,13,24,31
2019-11-10,295000,9,27,33,35,36
2019-11-11,72000,16,23,28,34,37
2019-11-12,76000,17,21,28,30,38
2019-11-13,164000,3,13,14,19,25
2019-11-14,77000,5,26,27,36,39
2019-11-15,82000,11,12,14,17,33
2019-11-16,182000,1,4,22,25,34
2019-11-17,68000,5,12,19,30,35
2019-11-18,71000,1,4,5,28,32
2019-11-19,75000,7,9,13,22,24
2019-11-20,166000,6,9,12,17,36
2019-11-21,283000,6,7,8,9,24
2019-11-22,83000,2,13,21,31,33
2019-11-23,82000,12,17,18,25,33
2019-11-24,162000,5,6,20,26,38
2019-11-25,279000,6,10,22,25,37
2019-11-26,77000,3,12,13,17,24
2019-11-27,75000,7,8,23,35,39
2019-11-28,165000,4,9,15,19,28
2019-11-29,81000,6,12,14,22,39
2019-11-30,172000,1,10,23,27,35
2019-12-01,66000,3,20,30,33,37
2019-12-02,146000,4,11,20,32,33
2019-12-03,264000,10,15,24,31,38
2019-12-04,75000,9,15,19,29,39
2019-12-05,69000,6,21,23,24,37
2019-12-06,176000,15,17,23,25,38
2019-12-07,75000,9,14,18,23,39
2019-12-08,61000,2,9,12,30,36
2019-12-09,153000,8,9,14,24,28
2019-12-10,70000,9,16,27,32,35
2019-12-11,169000,6,7,14,21,24
2019-12-12,70000,5,16,18,27,39
2019-12-13,78000,7,9,12,14,26
2019-12-14,79000,2,11,15,33,34
2019-12-15,63000,10,11,19,30,34
2019-12-16,156000,3,18,24,25,36
2019-12-17,298000,2,12,17,24,37
2019-12-18,73000,2,6,9,23,34
2019-12-19,70000,23,31,34,35,36
2019-12-20,178000,6,12,16,18,19
2019-12-21,77000,4,17,32,33,34
2019-12-22,167000,3,23,27,28,30
2019-12-23,69000,15,20,21,23,30
2019-12-24,167000,2,10,14,23,34
2019-12-25,70000,1,2,4,8,34
2019-12-26,159000,8,11,12,29,37
2019-12-27,79000,16,21,31,33,37
2019-12-28,77000,1,11,12,34,35
2019-12-29,169000,8,11,22,23,37
2019-12-30,71000,7,20,30,38,39
2019-12-31,171000,8,14,19,35,36
2020-01-01,75000,4,18,24,37,38
2020-01-02,169000,1,7,12,21,33
2020-01-03,316000,12,20,27,28,35
2020-01-04,549000,1,17,19,33,38
2020-01-05,935000,1,8,13,21,31
2020-01-06,67000,4,12,15,19,24
2020-01-07,73000,17,19,20,27,34
2020-01-08,73000,13,18,21,32,35
2020-01-09,70000,8,10,17,26,35
2020-01-10,78000,16,27,30,34,35
2020-01-11,185000,10,16,18,22,31
2020-01-12,66000,6,18,29,33,36
2020-01-13,67000,1,4,5,7,18
2020-01-14,70000,2,7,15,18,28
2020-01-15,70000,11,20,21,26,28
2020-01-16,67000,3,18,20,28,29
2020-01-17,172000,4,6,9,15,38
2020-01-18,313000,4,8,13,25,34
2020-01-19,65000,20,22,29,32,33
2020-01-20,68000,1,31,35,36,37
2020-01-21,162000,7,25,27,29,31
2020-01-22,302000,8,12,22,32,33
2020-01-23,67000,3,8,16,35,36
2020-01-24,79000,3,13,20,25,28
2020-01-25,78000,3,4,9,13,22
2020-01-26,176000,5,18,26,34,36
2020-01-27,69000,5,26,27,29,35
2020-01-28,163000,7,15,30,33,39
2020-01-29,73000,17,23,25,31,33
2020-01-30,67000,18,22,25,27,37
2020-01-31,173000,3,9,14,18,30
2020-02-01,75000,1,2,20,30,37
2020-02-02,170000,3,11,19,23,38
2020-02-03,69000,15,28,30,36,38
2020-02-04,165000,9,15,25,31,34
2020-02-05,71000,6,18,30,36,39
2020-02-06,68000,6,7,18,33,37
2020-02-07,177000,5,6,17,28,30
2020-02-08,322000,2,18,20,27,38
2020-02-09,66000,3,12,14,25,35
2020-02-10,162000,2,6,11,28,34
2020-02-11,309000,4,17,18,27,37
2020-02-12,70000,14,19,24,29,36
2020-02-13,171000,6,7,17,32,34
2020-02-14,77000,12,18,21,32,34
2020-02-15,76000,14,33,34,37,38
2020-02-16,171000,6,17,24,35,38
2020-02-17,70000,19,24,31,33,36
2020-02-18,165000,3,11,28,34,36
2020-02-19,71000,3,4,5,30,38
2020-02-20,172000,8,22,24,34,36
2020-02-21,323000,5,11,21,27,28
2020-02-22,82000,10,21,22,36,39
2020-02-23,62000,5,6,24,37,39
2020-02-24,159000,4,13,20,21,33
2020-02-25,71000,4,13,14,18,32
2020-02-26,171000,9,19,23,25,29
2020-02-27,322000,1,12,22,24,37
2020-02-28,81000,1,3,24,26,27
2020-02-29,190000,5,17,25,28,33
2020-03-01,64000,7,20,22,31,38
2020-03-02,67000,9,16,20,24,37
2020-03-03,71000,18,22,26,29,34
2020-03-04,71000,17,27,28,30,35
2020-03-05,171000,3,8,19,27,36
2020-03-06,326000,1,16,17,23,32
